VENITURI TOTALE;Casa si conturi la banci;CHELTUIELI TOTALE;Pierdere neta;DATORII;Cifra de afaceri neta;Numar mediu de salariati;ACTIVE IMOBILIZATE - TOTAL;VENITURI IN AVANS;Profitul net;Pierdere bruta;Profitul brut;CHELTUIELI IN AVANS;ACTIVE CIRCULANTE - TOTAL din care:;CUI;CAEN;DENUMIRE;COD_INMATRICULARE
2898471;374798;2277402;0;3996494;2770895;17;4480006;39962;595021;0;621069;1415;791133;23405100;9311;WINNERS PARCUL ROZELOR S.R.L.;J12/900/2008
5478421;763692;4362029;0;2389608;5391945;23;4599324;371;981169;0;1116392;252664;1169515;23405100;9311;WINNERS PARCUL ROZELOR S.R.L.;J12/900/2008
4686599;94720;3775167;0;2724923;4567947;19;4638344;44648;871635;0;911432;21106;810476;23405100;9311;WINNERS PARCUL ROZELOR S.R.L.;J12/900/2008
4004485;239981;3376868;0;3377206;3939776;17;4484949;35543;592622;0;627617;2529;753991;23405100;9311;WINNERS PARCUL ROZELOR S.R.L.;J12/900/2008
4302399;100284;2758717;0;6386943;4195108;3;12692153;0;1501731;0;1543682;0;222339;25818910;9329;AKELA ENTERTAINMENT S.R.L.;J12/1518/2009
6286665;15;5120617;0;5153088;2495293;3;7847435;0;1145203;0;1166048;0;4978403;25818910;9329;AKELA ENTERTAINMENT S.R.L.;J12/1518/2009
1863636;37488;1439125;0;5179777;4939930;2;13748155;0;382466;0;424511;0;125052;25818910;9329;AKELA ENTERTAINMENT S.R.L.;J12/1518/2009
4368585;100284;3840054;0;6242872;228040;0;10973552;0;524652;0;528531;0;4179068;25818910;9329;AKELA ENTERTAINMENT S.R.L.;J12/1518/2009
3683991;6725;2032069;0;3747540;3547578;3;10975469;0;1616445;0;1651922;0;520812;15561494;9321;MOBILE ENJOY & FAIRS S.R.L.;J12/1826/2003
2469559;6;1866725;0;3697997;2469559;3;15262799;0;581842;0;602834;0;192912;15561494;9321;MOBILE ENJOY & FAIRS S.R.L.;J12/1826/2003
1617342;483;1551811;0;6123538;4946199;4;15262799;0;23483;0;65531;0;321462;15561494;9321;MOBILE ENJOY & FAIRS S.R.L.;J12/1826/2003
3384963;183618;3368256;0;3635981;0;4;9322563;0;16707;0;16707;0;3750658;15561494;9321;MOBILE ENJOY & FAIRS S.R.L.;J12/1826/2003
821730;21965;672932;0;752043;671905;1;72325;0;140673;0;148798;0;516246;28630430;9319;MARINE EXPLORERS SRL;J13/1438/2011
1049785;41039;927608;0;811713;994600;1;46361;0;111029;0;122177;0;712908;28630430;9319;MARINE EXPLORERS SRL;J13/1438/2011
6461919;534542;5164163;0;3801798;5898921;19;9639389;2992416;1155273;0;1297756;2138;817500;25081914;9313;SME SPORE SRL;J13/332/2009
3800032;179497;7136840;3336808;7577079;3674054;29;2499473;0;0;3336808;0;53468;3472110;28556465;9321;PARK EXPERT SERVICE DTL SRL;J23/1454/2011
9258158;1000734;8559819;0;7234420;7882905;27;1964007;0;698339;0;698339;22245;4394479;28556465;9321;PARK EXPERT SERVICE DTL SRL;J23/1454/2011
8002943;89224;7604331;0;2198597;7997920;25;23091;0;398612;0;398612;10125;1700615;28556660;9321;DIVERTILAND PARKS S.R.L.;J23/1474/2011
5664110;399471;6329395;666497;7337291;5663752;12;14719;0;0;665285;0;78193;6381002;28556660;9321;DIVERTILAND PARKS S.R.L.;J23/1474/2011
1055164;242512;1937864;882700;10902412;1026563;59;389554;0;0;882700;0;0;3012781;27212889;9312;FOTBAL CLUB VOLUNTARI SA;J23/2026/2010
1667800;1117098;3000502;1332702;130475632;1363072;38;160310;0;0;1332702;0;0;118795557;27212889;9312;FOTBAL CLUB VOLUNTARI SA;J23/2026/2010
1523676;103744;2675903;1152227;116969111;1411125;41;267993;0;0;1152227;0;0;106514055;27212889;9312;FOTBAL CLUB VOLUNTARI SA;J23/2026/2010
745007;397271;2279766;1534759;11038821;640794;53;300288;0;0;1534759;0;0;1703697;27212889;9312;FOTBAL CLUB VOLUNTARI SA;J23/2026/2010
5299041;43817;4590180;0;488806;5292758;15;432628;2023730;583276;0;708861;252820;2081654;25265844;9313;BRICK SERVICII SRL;J23/618/2009
0;45;0;0;1548885;0;0;227055;0;0;0;0;0;627826;24630194;9329;MOUNTAIN GAM SRL;J24/1920/2008
0;45;0;0;1548885;0;0;227055;0;0;0;0;0;627826;24630194;9329;MOUNTAIN GAM SRL;J24/1920/2008
575891;218849;752063;181504;6719016;572404;1;7290377;188987;0;176172;0;27133;602098;15285526;9329;AMP INVEST SRL;J29/433/2003
2371700;1668126;1941238;0;6930576;711455;1;5958033;-1777;410145;0;430462;29843;2362672;15285526;9329;AMP INVEST SRL;J29/433/2003
35912316;5794264;35149608;0;25894692;13087120;65;42731659;434928;607280;0;762708;11751;16252430;24667720;9312;F.C.V. FARUL CONSTANTA S.A.;J13/3856/2008
61152656;294117;58306007;0;29618968;33783324;62;52712190;476966;2419730;0;2846649;9485;15293801;24667720;9312;F.C.V. FARUL CONSTANTA S.A.;J13/3856/2008
45053834;699812;44368217;0;22451618;23197245;58;48173309;20591;518564;0;685617;220;9828352;24667720;9312;F.C.V. FARUL CONSTANTA S.A.;J13/3856/2008
43353366;5368193;40605376;0;28787619;15397877;61;47271346;0;2355909;0;2747990;2246;16525135;24667720;9312;F.C.V. FARUL CONSTANTA S.A.;J13/3856/2008
646435;79835;943228;303257;2598349;646435;5;20740903;0;0;296793;0;869024;1054373;13799369;9311;SPORT COMPLEX TRANSILVAN SRL;J12/472/2001
2557215;553401;1627279;0;1932237;2539183;6;21254259;0;903278;0;929936;802948;1250674;13799369;9311;SPORT COMPLEX TRANSILVAN SRL;J12/472/2001
1617446;432191;1133443;0;2093538;1617446;5;20818386;0;470056;0;484003;861046;1333026;13799369;9311;SPORT COMPLEX TRANSILVAN SRL;J12/472/2001
1326624;253752;930453;0;2382408;1316331;5;20804599;0;382913;0;396171;869024;1157650;13799369;9311;SPORT COMPLEX TRANSILVAN SRL;J12/472/2001
73426922;906933;97548206;24121284;90205541;20567378;59;48527987;4269481;0;24121284;0;288057;14350185;14331896;9312;FOTBAL CLUB CFR 1907 CLUJ S.A.;J12/1653/2001
59897415;4199682;83968132;24070717;161763021;33112358;64;57170803;8699630;0;24070717;0;873538;8846993;14331896;9312;FOTBAL CLUB CFR 1907 CLUJ S.A.;J12/1653/2001
80456429;3775440;97573543;17117114;141524897;35126922;65;51415065;11083967;0;17117114;0;2342741;13340913;14331896;9312;FOTBAL CLUB CFR 1907 CLUJ S.A.;J12/1653/2001
56874298;110732;100680071;43805773;123370001;29260197;65;48631732;6020159;0;43805773;0;362719;5721817;14331896;9312;FOTBAL CLUB CFR 1907 CLUJ S.A.;J12/1653/2001
1500;112825;517;0;63366;1500;0;2790;0;983;0;983;0;241930;26120957;9329;BLUE CONCEPT SRL;J12/1970/2009
7716;89627;9941;2457;0;7716;0;2790;0;0;2225;0;0;176107;26120957;9329;BLUE CONCEPT SRL;J12/1970/2009
0;200;0;0;0;0;0;0;0;0;0;0;0;200;27839927;9319;GHEORGHE MURESAN BASKETBALL UNIVERSITY SRL;J12/2175/2010
0;200;0;0;0;0;0;0;0;0;0;0;0;200;27839927;9319;GHEORGHE MURESAN BASKETBALL UNIVERSITY SRL;J12/2175/2010
0;200;0;0;0;0;0;0;0;0;0;0;0;200;27839927;9319;GHEORGHE MURESAN BASKETBALL UNIVERSITY SRL;J12/2175/2010
785397;44838;364759;0;136603;785397;1;112606;0;412784;0;420638;0;545573;14364354;9312;BMP MOTORSPORT SRL;J12/1769/2001
339510;147136;163809;0;16743;339510;1;10503;0;172131;0;175701;0;150045;14364354;9312;BMP MOTORSPORT SRL;J12/1769/2001
0;227;0;0;25863;0;0;0;0;0;0;0;0;227;18802015;9329;GAMA PARTY SRL;J12/2195/2006
0;116;1526;1526;27278;0;0;0;0;0;1526;0;0;116;18802015;9329;GAMA PARTY SRL;J12/2195/2006
148115;1510;114432;0;1270798;146265;1;13882041;0;32366;0;33683;0;1510;8854025;9321;WILHELM PRESTSERV SRL;J12/1304/1996
296870;50313;274311;0;1258365;296870;2;13950571;0;20212;0;22559;0;109095;8854025;9321;WILHELM PRESTSERV SRL;J12/1304/1996
299495;7921;212622;0;1303018;287495;2;14039186;0;83938;0;86873;0;44921;8854025;9321;WILHELM PRESTSERV SRL;J12/1304/1996
379219;11411;291106;0;1467061;296960;2;14127801;0;84397;0;88113;0;36411;8854025;9321;WILHELM PRESTSERV SRL;J12/1304/1996
0;775;0;0;0;0;0;0;0;0;0;0;0;43638;27993119;9329;FORUM MEDIA CONCEPT SRL;J13/224/2011
92286;24013;104246;11960;517638;92286;0;26620;0;0;11960;0;0;295749;18743717;9311;PAINTBALL POINT ZERO SRL;J14/278/2006
0;5;1089;1089;107216;0;0;89402;0;0;1089;0;0;5;16287738;9329;ROMANONYMUS PRODUKCIO SRL;J14/134/2004
8278847;252057;8817432;538585;2055590;8247782;41;180201;145025;0;538585;0;0;1643489;18889578;9311;CENTRUL DE FOTBAL MOGOSOAIA SRL;J23/1489/2006
7389503;210005;7517970;128467;1336658;6669846;39;226024;14542;0;128467;0;0;1282616;18889578;9311;CENTRUL DE FOTBAL MOGOSOAIA SRL;J23/1489/2006
5046973;197463;4571644;0;645493;5036198;33;119601;0;435994;0;475329;259;811507;18889578;9311;CENTRUL DE FOTBAL MOGOSOAIA SRL;J23/1489/2006
2174918;-40739;1712187;0;682021;2134163;14;2806371;3217;444053;0;462731;11854;99533;6717293;9311;A.M.C.-PRODEX SRL;J23/1401/2006
2508671;29223;2414496;0;997124;2448280;12;2892545;34406;73095;0;94175;15859;308070;6717293;9311;A.M.C.-PRODEX SRL;J23/1401/2006
3626179;-146013;2276691;0;1052245;3457927;13;3461972;47076;1318187;0;1349488;13745;598178;6717293;9311;A.M.C.-PRODEX SRL;J23/1401/2006
2804878;32433;1984998;0;1035607;2794422;13;2896179;8558;795816;0;819880;10582;618370;6717293;9311;A.M.C.-PRODEX SRL;J23/1401/2006
0;12065;0;0;15255;0;0;0;0;0;0;0;0;12325;478910;9312;PRODCOM FELNIC SRL;J23/507/2003
0;12065;0;0;15255;0;0;0;0;0;0;0;0;12325;478910;9312;PRODCOM FELNIC SRL;J23/507/2003
152632;68743;98399;0;38142;151930;1;49400;0;51007;0;54233;0;103710;26184314;9311;FOTBAL WORLD&GAMES SRL;J24/966/2009
180308;41413;107923;0;39536;180307;1;56114;0;60804;0;72385;0;342258;26184314;9311;FOTBAL WORLD&GAMES SRL;J24/966/2009
168573;71511;58962;0;16812;168573;0;56114;0;104554;0;109611;0;258730;26184314;9311;FOTBAL WORLD&GAMES SRL;J24/966/2009
146593;178180;64199;0;60092;146590;0;49400;0;78510;0;82394;0;204170;26184314;9311;FOTBAL WORLD&GAMES SRL;J24/966/2009
65970;11200;93988;29483;250272;63720;0;3748;0;0;28018;0;0;53529;16485085;9319;TEGIN SRL;J24/863/2004
25350;6565;20047;0;815;25350;1;0;0;4950;0;5303;0;7075;16299740;9311;TIM SPORT SRL;J24/508/2004
5200;1466;5036;0;156;5200;0;0;0;8;0;164;0;1466;16299740;9311;TIM SPORT SRL;J24/508/2004
396531;1018;743767;347861;315448;63205;9;257864;0;0;347236;0;0;33930;24859822;9329;TOFLO SRL;J24/2157/2008
964892;26887;701293;0;10899;964892;9;257864;0;255397;0;263599;0;102376;24859822;9329;TOFLO SRL;J24/2157/2008
449873;2332;329410;0;187308;286497;9;257864;0;117598;0;120463;0;71096;24859822;9329;TOFLO SRL;J24/2157/2008
8500;42362;860;0;8329;0;0;67415;0;6538;0;7640;0;42362;17278606;9321;PRO KIND SRL;J24/334/2005
12372;74952;18343;5971;7257;0;0;27215;0;0;5971;0;0;74952;17278606;9321;PRO KIND SRL;J24/334/2005
0;77730;2062;2062;0;0;0;23150;0;0;2062;0;0;77730;17278606;9321;PRO KIND SRL;J24/334/2005
1506303;9559;1482905;0;669070;854077;15;686643;0;16877;0;23398;0;202146;28410566;9311;ALE LIFE SPORT SRL;J11/248/2011
2420636;29593;1910782;0;299634;2332256;14;1317803;0;488608;0;509854;0;178224;28410566;9311;ALE LIFE SPORT SRL;J11/248/2011
2938257;29911;2646662;0;828834;2382286;15;1709633;0;270250;0;291595;0;128187;28410566;9311;ALE LIFE SPORT SRL;J11/248/2011
2353426;23992;1816844;0;1073693;1834297;14;1644034;0;519017;0;536582;0;168395;28410566;9311;ALE LIFE SPORT SRL;J11/248/2011
0;200;0;0;0;0;0;0;0;0;0;0;0;200;22765560;9319;M.E. STAR SPORT SRL;J13/3930/2007
6975524;84357;5767626;0;2688916;6779093;16;4324318;309298;1155082;0;1207898;41753;730514;26799859;9329;TABOO EVENTS SRL;J21/119/2010
5869013;344447;4524051;0;1900365;5354253;21;2721975;459287;1258900;0;1344962;18538;888487;26799859;9329;TABOO EVENTS SRL;J21/119/2010
0;57;0;0;2531;0;0;0;0;0;0;0;0;1048;23928487;9329;SUMMER BEACH SRL;J13/1804/2008
0;50953;0;0;0;0;0;0;0;0;0;0;0;51153;29187366;9329;WILD RAFTING ADVENTURE SRL;J40/11910/2011
11570;51043;0;0;90;11570;0;0;0;11223;0;11570;0;51243;29187366;9329;WILD RAFTING ADVENTURE SRL;J40/11910/2011
5940;39730;0;0;0;5940;0;0;0;5762;0;5940;0;39930;29187366;9329;WILD RAFTING ADVENTURE SRL;J40/11910/2011
878638;211086;838453;0;671089;675844;9;3232231;649134;36398;0;40185;0;250907;21366110;9311;BAUMEISTER ROT SRL;J17/474/2007
1060242;96848;1001975;0;546970;887398;8;3084962;479463;51111;0;58267;0;155497;21366110;9311;BAUMEISTER ROT SRL;J17/474/2007
3773621;119043;2744717;0;4457772;1724059;23;12245064;50105;995054;0;1028904;0;1525014;15328562;9329;ANLASEN 2003 SRL;J17/443/2003
4034975;32052;3693315;0;6358696;3865100;20;13300632;2373750;303305;0;341660;1097303;3454723;15328562;9329;ANLASEN 2003 SRL;J17/443/2003
3518945;27005;3418849;0;3681308;3453843;21;10836318;0;67504;0;100096;1418465;1012236;15328562;9329;ANLASEN 2003 SRL;J17/443/2003
3606261;1842;2245514;0;3045549;2138923;17;12365402;0;1335177;0;1360747;0;775736;15328562;9329;ANLASEN 2003 SRL;J17/443/2003
41938;673440;52605;10953;504;10890;1;208738;0;0;10667;0;0;673490;6415279;9329;HENRICH CONTINENTAL SRL;J17/2641/1994
748690;3168;793699;45009;1056377;184559;31;1871620;0;0;45009;0;0;3834668;15831911;9329;SADRINI STYLE SRL;J25/427/2003
1275562;81751;1126022;0;929600;607940;9;2326182;0;148079;0;149540;0;3150951;15831911;9329;SADRINI STYLE SRL;J25/427/2003
1243327;540;1237218;0;632181;576285;10;1902987;0;5110;0;6109;0;3290873;15831911;9329;SADRINI STYLE SRL;J25/427/2003
1121761;1353;1030642;0;423693;254469;30;1686542;0;90747;0;91119;0;3321243;15831911;9329;SADRINI STYLE SRL;J25/427/2003
0;154;0;0;18412;0;0;0;0;0;0;0;0;9004;24877950;9329;ROBEX ROOM SRL;J26/2113/2008
0;154;0;0;18412;0;0;0;0;0;0;0;0;9004;24877950;9329;ROBEX ROOM SRL;J26/2113/2008
4150;154;4877;852;18412;4150;0;0;0;0;727;0;0;9004;24877950;9329;ROBEX ROOM SRL;J26/2113/2008
6394300;1123252;6609473;230154;11688663;4772531;48;28557212;15134940;0;215173;0;0;1370175;4480475;9329;SOLAREX SRL;J30/973/1993
16845769;1178879;14714337;0;8364388;15867634;48;25974306;12518986;1848801;0;2131432;3857;3483369;4480475;9329;SOLAREX SRL;J30/973/1993
14551490;876677;12041763;0;10069618;13588833;46;26410506;12934864;2239348;0;2509727;6222;3317111;4480475;9329;SOLAREX SRL;J30/973/1993
9863513;1887521;8412044;0;12358099;7955024;48;27662162;13806996;1386225;0;1451469;0;2992942;4480475;9329;SOLAREX SRL;J30/973/1993
13302382;1073447;13263497;0;25090645;12413600;14;6318662;2101668;33294;0;38885;0;24116645;12255962;9329;SINTEZA SRL;J30/288/1999
1482664;5178;2672602;1189938;21651012;1129536;15;8365200;134391;0;1189938;0;0;13893655;12255962;9329;SINTEZA SRL;J30/288/1999
10834451;-373;12757997;1935184;25685373;9904918;26;9265535;875247;0;1923546;0;0;18568160;12255962;9329;SINTEZA SRL;J30/288/1999
12490261;1507471;12454105;0;27646579;10615221;20;8481411;1461723;28693;0;36156;0;23898578;12255962;9329;SINTEZA SRL;J30/288/1999
4153518;120211;4006214;0;1871714;3466154;28;1810604;741588;106882;0;147304;374968;1926894;16088158;9311;RESPECT CLUB SRL;J32/121/2004
14959120;120556;14538319;0;6166599;14808996;62;8072303;1124847;342417;0;420801;418383;1571652;16088158;9311;RESPECT CLUB SRL;J32/121/2004
11391378;164764;10556797;0;3239173;10996647;41;3928110;755692;693678;0;834581;647638;1847592;16088158;9311;RESPECT CLUB SRL;J32/121/2004
7918507;124349;7542347;0;2671116;4766186;21;1324673;557198;235613;0;376160;599877;3038561;16088158;9311;RESPECT CLUB SRL;J32/121/2004
2493646;186950;1662227;0;1552163;881094;8;1814224;0;807069;0;831419;0;331258;15693916;9329;EVENTS CENTER MEDIAŞ SRL;J32/1084/2003
4765467;4010823;3157574;0;2321380;4750588;30;2773536;0;1565591;0;1607893;24747;4569233;18708566;9311;TELEFERIC CINDREL SRL;J32/763/2006
5940390;1794774;3473800;0;2470080;5940009;50;5532346;940051;2070407;0;2466590;45130;3361668;18708566;9311;TELEFERIC CINDREL SRL;J32/763/2006
5487938;611262;3499976;0;2322592;5487670;30;4453358;0;1687929;0;1987962;54443;1538031;18708566;9311;TELEFERIC CINDREL SRL;J32/763/2006
5756341;5058676;2826932;0;2864549;5754178;30;3867689;0;2835206;0;2929409;37941;6682062;18708566;9311;TELEFERIC CINDREL SRL;J32/763/2006
3110740;626859;1276961;0;199727;3057203;30;109524;0;1808662;0;1833779;0;1904893;10089480;9329;SANIDO SRL;J22/1/1998
55064488;2322604;79436993;24383174;442862110;29663552;476;493307072;58092371;0;24372505;0;4209068;46853952;28472550;9329;THERME NORD BUCURESTI SRL;J32/55/2012
253372182;11569032;228046975;0;496676241;241670801;580;627665611;31561454;23060333;0;25325207;8769430;37862831;28472550;9329;THERME NORD BUCURESTI SRL;J32/55/2012
202823542;14625797;189666096;0;488989447;175346562;490;597047579;58451254;10665349;0;13157446;4472702;67428716;28472550;9329;THERME NORD BUCURESTI SRL;J32/55/2012
79278742;9407857;100426888;21193039;477319174;71997456;434;583948400;57462358;0;21148146;0;5273290;56693852;28472550;9329;THERME NORD BUCURESTI SRL;J32/55/2012
6213350;1061124;5348715;0;5768323;5644289;19;7712644;0;575279;0;864635;62014;1858501;3375331;9329;EDEN SRL;J28/15/1993
14635005;-697233;9241571;0;13596777;14055924;31;23973228;468684;4467116;0;5393434;26513;1575976;3375331;9329;EDEN SRL;J28/15/1993
12176850;284763;7732862;0;17222444;11734742;28;22650618;2429;3621383;0;4443988;15570;2601824;3375331;9329;EDEN SRL;J28/15/1993
8357745;268099;5895242;0;15818906;8038151;25;19413855;0;1993264;0;2462503;59308;2199080;3375331;9329;EDEN SRL;J28/15/1993
1580;4367;1946;413;47394;1580;0;30798;0;0;366;0;0;5926;24812650;9311;RAMIRSA DINAMIC SRL;J06/1192/2008
3179103;20565;3178968;30779;3779284;3064149;20;2092215;0;0;0;135;548829;1614302;12388896;9311;SCHREINER & CO SRL;J06/292/1999
4383394;79397;4143153;0;2615014;4380123;20;2168039;0;200977;0;240241;0;1335523;12388896;9311;SCHREINER & CO SRL;J06/292/1999
4775365;136132;4588292;0;2671104;4770692;23;2182405;0;139320;0;187073;0;1176270;12388896;9311;SCHREINER & CO SRL;J06/292/1999
4332317;7913;4220469;0;2884979;3449856;24;2030039;0;72189;0;111848;0;1403191;12388896;9311;SCHREINER & CO SRL;J06/292/1999
3436397;78472;3220615;0;2554710;3215958;28;5836747;537264;164280;0;215782;298;480974;12077180;9311;SIAL COM 2000 SRL;J13/1647/1999
3684450;262628;3191963;0;3165188;3542696;11;4396531;436885;417721;0;492487;6821;3239002;12077180;9311;SIAL COM 2000 SRL;J13/1647/1999
3411374;250632;3110526;0;3635524;3003106;11;3844044;465072;246050;0;300848;0;3879112;12077180;9311;SIAL COM 2000 SRL;J13/1647/1999
7879425;451504;5366280;0;2829792;3654324;15;3337248;499087;2119544;0;2513145;259;4178503;12077180;9311;SIAL COM 2000 SRL;J13/1647/1999
359;8115;54478;54119;64489031;0;0;670968;0;0;54119;0;0;582083;11655790;9312;FOTBAL CLUB PETROLUL SA;J29/270/1999
22;16577;35834;35812;64401873;0;0;4000;0;0;35812;0;0;582225;11655790;9311;FOTBAL CLUB PETROLUL SA;J29/270/1999
107057;117236;650913;543856;64465733;0;0;4000;0;0;543856;0;0;681897;11655790;9311;FOTBAL CLUB PETROLUL SA;J29/270/1999
80885;191922;35493;0;2427;80884;0;0;0;42965;0;45392;0;191922;14613323;9313;SPORTIV NOVA GYM S.R.L.;J39/202/2002
294800;11979;81273;0;1561;294799;1;0;0;210579;0;213527;0;212380;14613323;9313;SPORTIV NOVA GYM S.R.L.;J39/202/2002
235386;192720;62836;0;23916;235383;1;0;0;170164;0;172550;0;194320;14613323;9313;SPORTIV NOVA GYM S.R.L.;J39/202/2002
299227;399974;82858;0;72;299227;0;0;0;211207;0;216369;0;400774;14613323;9313;SPORTIV NOVA GYM S.R.L.;J39/202/2002
0;4931;0;0;0;0;0;0;0;0;0;0;0;4931;4851956;9329;GEOVIL SRL;J52/457/1993
7270059;59203;4210060;0;701234;7266885;8;96147;0;2684888;0;3059999;1199655;2107072;29575040;9313;GYMONE SRL;J35/119/2012
5897479;32244;3376583;0;2596620;5897479;1;107267;0;2343180;0;2520896;1362796;3465529;29575040;9313;GYMONE SRL;J35/119/2012
0;9951;0;0;0;0;0;0;0;0;0;0;0;24086;25355580;9329;DEGO OPERATING TIMISOARA SRL;J35/721/2009
0;9951;0;0;0;0;0;0;0;0;0;0;0;24086;25355580;9329;DEGO OPERATING TIMISOARA SRL;J35/721/2009
23350;228;2367;0;924;23350;0;0;0;18130;0;20983;0;121926;27577338;9329;DASAINT EVENTS SRL;J35/1658/2010
0;104;0;0;0;0;0;0;0;0;0;0;0;104;7470972;9329;DUO SAGITARIUS SRL;J13/1680/1995
0;104;0;0;0;0;0;0;0;0;0;0;0;104;7470972;9329;DUO SAGITARIUS SRL;J13/1680/1995
0;104;0;0;0;0;0;0;0;0;0;0;0;104;7470972;9329;DUO SAGITARIUS SRL;J13/1680/1995
0;104;0;0;0;0;0;0;0;0;0;0;0;104;7470972;9329;DUO SAGITARIUS SRL;J13/1680/1995
0;8004;0;0;19107;0;0;2123;6828;0;0;0;0;8085;12981051;9321;RO CIRCUS SRL;J15/62/2000
3904113;122271;924834;0;808608;3776514;3;1655516;0;2951702;0;2979279;0;4609768;15520974;9319;DELMADI SRL;J27/836/2003
1115278;74342;1135340;23494;12686352;1048195;8;9031094;400;0;20062;0;88672;500298;9801428;9311;LAC DE VERDE GOLF SRL;J29/1078/1997
2669541;358909;2868959;218718;55217444;1559715;46;133735;0;0;199418;0;0;51313229;26783402;9329;K & D LONDON ENTERTAINMENT SRL;J29/493/2010
4310168;3338311;3778292;0;8052686;4242306;114;1114196;0;523258;0;531876;4857;4235502;26783402;9329;K & D LONDON ENTERTAINMENT SRL;J29/493/2010
4171782;3851001;3439820;0;75568376;4101879;105;659333;0;690247;0;731962;3588;71684066;26783402;9329;K & D LONDON ENTERTAINMENT SRL;J29/493/2010
2735792;2662014;2850653;141156;63706912;2610321;96;137038;0;0;114861;0;4066;59654172;26783402;9329;K & D LONDON ENTERTAINMENT SRL;J29/493/2010
1054537;416437;1040020;0;1327326;1047678;10;5055682;0;7045;0;14517;50197;466222;15871371;9319;BANU SPORT SRL;J35/2569/2003
2416490;1093538;1426979;0;599156;1965521;8;4780264;0;967586;0;989511;44251;1252853;15871371;9319;BANU SPORT SRL;J35/2569/2003
1303183;607344;1024567;0;1179290;1298946;7;4934553;0;265851;0;278616;50389;704974;15871371;9319;BANU SPORT SRL;J35/2569/2003
14248922;144684;12249933;0;748304;14246985;14;102995;0;1705567;0;1998989;121536;3862938;24748557;9329;NUCICĂ SRL;J39/1079/2008
0;145;0;0;46554;0;0;0;0;0;0;0;0;869;3254038;9329;MARIUS SERVIMEX SRL;J13/2043/1992
0;145;0;0;46554;0;0;0;0;0;0;0;0;869;3254038;9329;MARIUS SERVIMEX SRL;J13/2043/1992
0;145;0;0;46554;0;0;0;0;0;0;0;0;869;3254038;9329;MARIUS SERVIMEX SRL;J13/2043/1992
57677;30614;27747;0;1099;9134;0;0;0;29275;0;29930;0;30614;28665217;9311;DANIMARALINA SPORT SRL;J39/371/2011
5654613;134828;5055010;0;1967736;5640821;9;104465;0;519398;0;599603;5843;3075020;7518124;9312;ODESCO SNACK SRL;J27/584/1995
7831982;405752;6902346;0;1810183;7805086;11;204741;0;815704;0;929636;5843;4562849;7518124;9319;ODESCO SNACK SRL;J27/584/1995
7455270;235744;6703612;0;1913701;7440429;11;252321;0;639807;0;751658;5843;3803083;7518124;9319;ODESCO SNACK SRL;J27/584/1995
5750781;558885;5357503;0;1943814;5719332;9;96607;0;323184;0;393278;5843;3382140;7518124;9319;ODESCO SNACK SRL;J27/584/1995
38500;18860;18978;0;0;38500;0;0;0;16398;0;19522;0;18936;41655040;9329;POSTIBSHOW S.R.L.;J18/1176/2019
2500;2538;87;0;0;2500;0;0;0;2338;0;2413;0;2538;41655040;9329;POSTIBSHOW S.R.L.;J18/1176/2019
9968;6656;1121;0;66;9968;0;0;0;8570;0;8847;0;8876;41511886;9313;DRAGOŞ FITNESS S.R.L.;J22/2677/2019
127095;15828;67189;0;42847;37440;2;37946;0;59532;0;59906;0;55511;41255885;9329;EDU TRIPS & TIPS S.R.L.;J28/774/2019
0;858;19700;19700;29340;0;0;19709;0;0;19700;0;0;40540;41255885;9329;EDU TRIPS & TIPS S.R.L.;J28/774/2019
95514;32210;86121;0;3596;78486;1;1722;129022;7965;0;9393;0;139143;41089014;9329;RODY FLOWERS S.R.L.;J34/495/2019
26087268;4488536;31306277;5254634;16480022;24465205;91;105262934;33607051;0;5219009;0;115135;7538829;6505878;9311;MEDUSA HOTEL INTERNATIONAL SRL;J40/21129/1994
52507214;15930857;38044767;0;17532469;50656109;94;119304063;42098645;14462447;0;14462447;189016;19719051;6505878;9311;MEDUSA HOTEL INTERNATIONAL SRL;J40/21129/1994
44461586;11345330;43081591;0;17376078;42535563;96;103304295;36852983;1340375;0;1379995;163221;15856864;6505878;9311;MEDUSA HOTEL INTERNATIONAL SRL;J40/21129/1994
38620571;8575149;37595100;0;17221863;37074964;92;105974077;37562467;982883;0;1025471;85927;12452899;6505878;9311;MEDUSA HOTEL INTERNATIONAL SRL;J40/21129/1994
1969096;253162;2557902;588806;1348973;1963531;3;881682;0;0;588806;0;5232;535755;22230736;9329;MOBILE EVENT SRL;J40/14986/2007
4741274;573600;4253898;0;1602260;4364832;6;2123225;0;445004;0;487376;0;1215069;16753870;9311;SPORT MANAGEMENT SRL;J40/14599/2004
729;1356817;131023;130294;20895707;0;0;2179419;0;0;130294;0;0;3180531;18536665;9319;FOTBAL CLUB RAPID SA;J40/5310/2006
643;718476;261629;260986;20548105;0;0;2179419;0;0;260986;0;0;2542190;18536665;9319;FOTBAL CLUB RAPID SA;J40/5310/2006
664;1327065;19050;18386;20895708;0;0;2179419;0;0;18386;0;0;3150779;18536665;9319;FOTBAL CLUB RAPID SA;J40/5310/2006
674;1345452;12040;11366;20895708;0;0;2179419;0;0;11366;0;0;3169166;18536665;9319;FOTBAL CLUB RAPID SA;J40/5310/2006
0;0;0;0;21472;0;0;0;0;0;0;0;0;0;8688046;9329;BEST FRIEND MEDIA SRL;J40/6477/1996
